ntasks,global_data_size,parallel_time,serial_time,run_serial
58,10000000,0.226829,0.000000,0
58,10000000,0.227197,0.000000,0
58,10000000,0.228120,0.000000,0
58,10000000,0.169319,0.000000,0
58,10000000,0.227404,0.000000,0
58,10000000,0.170225,0.000000,0
58,10000000,0.227908,0.000000,0
58,10000000,0.169238,0.000000,0
58,10000000,0.171887,0.000000,0
60,10000000,0.225270,2.029387,1
60,10000000,0.224572,0.000000,0
60,10000000,0.170239,0.000000,0
60,10000000,0.225680,0.000000,0
60,10000000,0.225750,0.000000,0
60,10000000,0.226302,0.000000,0
60,10000000,0.226515,0.000000,0
60,10000000,0.225895,0.000000,0
60,10000000,0.225906,0.000000,0
60,10000000,0.169445,0.000000,0
62,10000000,0.222892,2.029673,1
62,10000000,0.229273,0.000000,0
62,10000000,0.222421,0.000000,0
62,10000000,0.224021,0.000000,0
62,10000000,0.167332,0.000000,0
62,10000000,0.237105,0.000000,0
62,10000000,0.222543,0.000000,0
62,10000000,0.224288,0.000000,0
62,10000000,0.167723,0.000000,0
62,10000000,0.224128,0.000000,0
64,10000000,0.166172,2.024906,1
64,10000000,0.163590,0.000000,0
64,10000000,0.163633,0.000000,0
64,10000000,0.163950,0.000000,0
64,10000000,0.163343,0.000000,0
64,10000000,0.163539,0.000000,0
64,10000000,0.166060,0.000000,0
64,10000000,0.163373,0.000000,0
64,10000000,0.164374,0.000000,0
64,10000000,0.163686,0.000000,0
66,10000000,0.164050,2.025235,1
66,10000000,0.163597,0.000000,0
66,10000000,0.166240,0.000000,0
66,10000000,0.164593,0.000000,0
66,10000000,0.168887,0.000000,0
66,10000000,0.163556,0.000000,0
66,10000000,0.163585,0.000000,0
66,10000000,0.164222,0.000000,0
66,10000000,0.163536,0.000000,0
66,10000000,0.163609,0.000000,0
68,10000000,0.162996,2.027589,1
68,10000000,0.161776,0.000000,0
68,10000000,0.162626,0.000000,0
68,10000000,0.163491,0.000000,0
68,10000000,0.162688,0.000000,0
68,10000000,0.162705,0.000000,0
68,10000000,0.161127,0.000000,0
68,10000000,0.161042,0.000000,0
68,10000000,0.161828,0.000000,0
68,10000000,0.162906,0.000000,0
70,10000000,0.163284,2.026321,1
70,10000000,0.163324,0.000000,0
70,10000000,0.163400,0.000000,0
70,10000000,0.162379,0.000000,0
70,10000000,0.162227,0.000000,0
70,10000000,0.162817,0.000000,0
70,10000000,0.163075,0.000000,0
70,10000000,0.162210,0.000000,0
70,10000000,0.160698,0.000000,0
70,10000000,0.162731,0.000000,0
72,10000000,0.161607,2.027232,1
72,10000000,0.161086,0.000000,0
72,10000000,0.162116,0.000000,0
72,10000000,0.161589,0.000000,0
72,10000000,0.161047,0.000000,0
72,10000000,0.162279,0.000000,0
72,10000000,0.160285,0.000000,0
72,10000000,0.160833,0.000000,0
72,10000000,0.161796,0.000000,0
72,10000000,0.160921,0.000000,0
74,10000000,0.159438,2.053952,1
74,10000000,0.160598,0.000000,0
74,10000000,0.161728,0.000000,0
74,10000000,0.161390,0.000000,0
74,10000000,0.177130,0.000000,0
74,10000000,0.161993,0.000000,0
74,10000000,0.161536,0.000000,0
74,10000000,0.161826,0.000000,0
74,10000000,0.170178,0.000000,0
74,10000000,0.160236,0.000000,0
76,10000000,0.159947,2.085928,1
76,10000000,0.161899,0.000000,0
76,10000000,0.160673,0.000000,0
76,10000000,0.160166,0.000000,0
76,10000000,0.160049,0.000000,0
76,10000000,0.159901,0.000000,0
76,10000000,0.160502,0.000000,0
76,10000000,0.162248,0.000000,0
76,10000000,0.161787,0.000000,0
76,10000000,0.159977,0.000000,0
78,10000000,0.158277,2.114552,1
78,10000000,0.158295,0.000000,0
78,10000000,0.159238,0.000000,0
78,10000000,0.158851,0.000000,0
78,10000000,0.157760,0.000000,0
78,10000000,0.159058,0.000000,0
78,10000000,0.158552,0.000000,0
78,10000000,0.159665,0.000000,0
78,10000000,0.158132,0.000000,0
78,10000000,0.160039,0.000000,0
80,10000000,0.157140,2.025640,1
80,10000000,0.158549,0.000000,0
80,10000000,0.158206,0.000000,0
80,10000000,0.158745,0.000000,0
80,10000000,0.158452,0.000000,0
80,10000000,0.158126,0.000000,0
80,10000000,0.157946,0.000000,0
80,10000000,0.158027,0.000000,0
80,10000000,0.159816,0.000000,0
80,10000000,0.158141,0.000000,0
82,10000000,0.156532,2.059015,1
82,10000000,0.159505,0.000000,0
82,10000000,0.158031,0.000000,0
82,10000000,0.158788,0.000000,0
82,10000000,0.159242,0.000000,0
82,10000000,0.158492,0.000000,0
82,10000000,0.158501,0.000000,0
82,10000000,0.157118,0.000000,0
82,10000000,0.157581,0.000000,0
82,10000000,0.158465,0.000000,0
84,10000000,0.155022,2.036155,1
84,10000000,0.157447,0.000000,0
84,10000000,0.157104,0.000000,0
84,10000000,0.155099,0.000000,0
